userID,domain,expertiseLevel,taskID,iteration,utility,utility_sd
5aad8904e1546900019aef8e,text,N,3,15,0.6153533721740178,3.72771317379896
5aad8904e1546900019aef8e,text,N,3,16,0.6524082754004128,4.0124031780453855
5aad8904e1546900019aef8e,text,N,3,17,0.6542728340794255,4.026728440615973
5aad8904e1546900019aef8e,text,N,3,18,0.6137544763771804,3.71542897895408
5aad8904e1546900019aef8e,text,N,3,19,0.556502445452855,3.275565978169004
5c6d938c79151c00017c7560,image,E,1,0,0.4555557250268684,2.5
5c6d938c79151c00017c7560,image,E,1,1,0.4997463304370377,2.8395130616050768
5c6d938c79151c00017c7560,image,E,1,2,0.4667206374908712,2.5857791736053923
5c6d938c79151c00017c7560,image,E,1,3,0.37927452527611344,1.913937341887437
5c6d938c79151c00017c7560,image,E,1,4,0.3481959926538392,1.6751633386158413
5c6d938c79151c00017c7560,image,E,1,5,0.42301603038209207,2.25
5c6d938c79151c00017c7560,image,E,1,6,0.5636035967843438,3.330123583956408
5c6d938c79151c00017c7560,image,E,1,7,0.6792727259596908,4.2188007092188275
5c6d938c79151c00017c7560,image,E,1,8,0.6603953263704626,4.073767083401916
5c6d938c79151c00017c7560,image,E,1,9,0.5072751388673374,2.897356324368365
5c6d938c79151c00017c7560,image,E,1,10,0.39047633573731577,2.0000000000000004
5c6d938c79151c00017c7560,image,E,1,11,0.4170990560860901,2.2045403363446145
5c6d938c79151c00017c7560,image,E,1,12,0.4595773121039311,2.5308975477564006
5c6d938c79151c00017c7560,image,E,1,13,0.3922330822729728,2.013496950070021
5c6d938c79151c00017c7560,image,E,1,14,0.31307230604026276,1.4053107247775074
5c6d938c79151c00017c7560,image,E,1,15,0.3579366410925395,1.7500000000000002
5c6d938c79151c00017c7560,image,E,1,16,0.47510468849577003,2.6501932000462083
5c6d938c79151c00017c7560,image,E,1,17,0.5242725090862342,3.0279458274695057
5c6d938c79151c00017c7560,image,E,1,18,0.47708815397297943,2.6654320145069934
5c6d938c79151c00017c7560,image,E,1,19,0.4296640352165363,2.3010761157028212
5c6d938c79151c00017c7560,image,E,2,0,0.4555557250268684,2.5
5c6d938c79151c00017c7560,image,E,2,1,0.4999676498941117,2.8412134421671107
5c6d938c79151c00017c7560,image,E,2,2,0.5676460898812813,3.361181751074046
5c6d938c79151c00017c7560,image,E,2,3,0.6139646717799467,3.717043894252617
5c6d938c79151c00017c7560,image,E,2,4,0.606832461037708,3.662247661373833
5c6d938c79151c00017c7560,image,E,2,5,0.5470771106911696,3.2031518477924115
5c6d938c79151c00017c7560,image,E,2,6,0.4668285766200399,2.5866084617283067
5c6d938c79151c00017c7560,image,E,2,7,0.40787297223446567,2.1336570355612006
5c6d938c79151c00017c7560,image,E,2,8,0.3961391169890279,2.043506717822114
5c6d938c79151c00017c7560,image,E,2,9,0.42997503265467285,2.303465485375244
5c6d938c79151c00017c7560,image,E,2,10,0.4880954196716447,2.7500000000000004
5c6d938c79151c00017c7560,image,E,2,11,0.5479113529695879,3.2095612677910124
5c6d938c79151c00017c7560,image,E,2,12,0.5985085205097406,3.59829545915715
5c6d938c79151c00017c7560,image,E,2,13,0.6393360334651387,3.9119701371242974
5c6d938c79151c00017c7560,image,E,2,14,0.6691979801407526,4.141397203063342
5c6d938c79151c00017c7560,image,E,2,15,0.6785847209287382,4.2135148188742555
5c6d938c79151c00017c7560,image,E,2,16,0.6546053968346814,4.0292834949802385
5c6d938c79151c00017c7560,image,E,2,17,0.5952853936929335,3.573532420874272
5c6d938c79151c00017c7560,image,E,2,18,0.5198731540843077,2.9941459174676397
5c6d938c79151c00017c7560,image,E,2,19,0.4633075024852875,2.559556316854249
5c6d938c79151c00017c7560,image,E,3,0,0.29285725180298683,1.25
5c6d938c79151c00017c7560,image,E,3,1,0.2992981354744402,1.2994848195547473
5c6d938c79151c00017c7560,image,E,3,2,0.4726769330224023,2.6315409393238
5c6d938c79151c00017c7560,image,E,3,3,0.49656175544870945,2.8150462140893495
5c6d938c79151c00017c7560,image,E,3,4,0.3647974296605903,1.8027109169504163
5c6d938c79151c00017c7560,image,E,3,5,0.402345566050773,2.0911903940942684
5c6d938c79151c00017c7560,image,E,3,6,0.5696746994989351,3.376767404533609
5c6d938c79151c00017c7560,image,E,3,7,0.5851816155832268,3.4959058618361034
5c6d938c79151c00017c7560,image,E,3,8,0.49525651719502356,2.8050181678220545
5c6d938c79151c00017c7560,image,E,3,9,0.4596472720691549,2.531435044850239
5c6d938c79151c00017c7560,image,E,3,10,0.4280486214319634,2.2886650144140126
5c6d938c79151c00017c7560,image,E,3,11,0.3843493689093649,1.9529269796871433
5c6d938c79151c00017c7560,image,E,3,12,0.40644702045904246,2.122701556484109
5c6d938c79151c00017c7560,image,E,3,13,0.4527544368961384,2.4784779162703385
5c6d938c79151c00017c7560,image,E,3,14,0.4524959466350136,2.4764919552468356
5c6d938c79151c00017c7560,image,E,3,15,0.41376638753715755,2.178935697262149
5c6d938c79151c00017c7560,image,E,3,16,0.3493325867862794,1.6838957049214254
5c6d938c79151c00017c7560,image,E,3,17,0.327546841786722,1.5165174824351342
5c6d938c79151c00017c7560,image,E,3,18,0.39857329732868363,2.0622083403037386
5c6d938c79151c00017c7560,image,E,3,19,0.4087089240652342,2.140079589920532
5c73a8b843afac0001428e6a,image,E,1,0,0.3579366410925395,1.75
5c73a8b843afac0001428e6a,image,E,1,1,0.29285725180298683,1.2500000000000002
5c73a8b843afac0001428e6a,image,E,1,2,0.2603175571582105,0.9999999999999999
5c73a8b843afac0001428e6a,image,E,1,3,0.3579366410925395,1.75
5c73a8b843afac0001428e6a,image,E,1,4,0.61825419825075,3.75
5c73a8b843afac0001428e6a,image,E,1,5,0.61825419825075,3.75
5c73a8b843afac0001428e6a,image,E,1,6,0.5857145036059737,3.5
5c73a8b843afac0001428e6a,image,E,1,7,0.4555557250268684,2.5
5c73a8b843afac0001428e6a,image,E,1,8,0.3579366410925395,1.75
5c73a8b843afac0001428e6a,image,E,1,9,0.3579366410925394,1.7499999999999998
5c73a8b843afac0001428e6a,image,E,1,10,0.5857145036059737,3.5
5c73a8b843afac0001428e6a,image,E,1,11,0.3579366410925395,1.75
5c73a8b843afac0001428e6a,image,E,1,12,0.2603175571582105,1.0
5c73a8b843afac0001428e6a,image,E,1,13,0.3579366410925394,1.7499999999999998
5c73a8b843afac0001428e6a,image,E,1,14,0.2603175571582106,1.0000000000000007
5c73a8b843afac0001428e6a,image,E,1,15,0.4880954196716447,2.75
5c73a8b843afac0001428e6a,image,E,1,16,0.39047633573731577,2.0
5c73a8b843afac0001428e6a,image,E,1,17,0.26031755715821053,1.0000000000000004
5c73a8b843afac0001428e6a,image,E,1,18,0.3579366410925395,1.75
5c73a8b843afac0001428e6a,image,E,1,19,0.2603175571582105,1.0
5c73a8b843afac0001428e6a,image,E,2,0,0.42301603038209207,2.25
5c73a8b843afac0001428e6a,image,E,2,1,0.3579366410925395,1.75
5c73a8b843afac0001428e6a,image,E,2,2,0.3579366410925395,1.75
5c73a8b843afac0001428e6a,image,E,2,3,0.2603175571582105,0.9999999999999997
5c73a8b843afac0001428e6a,image,E,2,4,0.4880954196716447,2.75
5c73a8b843afac0001428e6a,image,E,2,5,0.39047633573731577,2.0
5c73a8b843afac0001428e6a,image,E,2,6,0.39047633573731577,2.0
5c73a8b843afac0001428e6a,image,E,2,7,0.39047633573731577,2.0000000000000004
5c73a8b843afac0001428e6a,image,E,2,8,0.26031755715821053,1.0000000000000002
5c73a8b843afac0001428e6a,image,E,2,9,0.29285725180298683,1.25
5c73a8b843afac0001428e6a,image,E,2,10,0.3579366410925395,1.75
5c73a8b843afac0001428e6a,image,E,2,11,0.3579366410925394,1.7499999999999998
5c73a8b843afac0001428e6a,image,E,2,12,0.3579366410925395,1.75
5c73a8b843afac0001428e6a,image,E,2,13,0.39047633573731577,2.0
5c73a8b843afac0001428e6a,image,E,2,14,0.3579366410925395,1.75
5c73a8b843afac0001428e6a,image,E,2,15,0.3579366410925394,1.7499999999999998
5c73a8b843afac0001428e6a,image,E,2,16,0.42301603038209207,2.25
5c73a8b843afac0001428e6a,image,E,2,17,0.4880954196716447,2.75
5c73a8b843afac0001428e6a,image,E,2,18,0.5206351143164211,3.0
5c73a8b843afac0001428e6a,image,E,2,19,0.5857145036059737,3.5
5c73a8b843afac0001428e6a,image,E,3,0,0.39047633573731577,2.0
5c73a8b843afac0001428e6a,image,E,3,1,0.3579366410925395,1.75
5c73a8b843afac0001428e6a,image,E,3,2,0.3579366410925395,1.75
