userID,incompletePreference,regret,age,domain,expertise,workExperience,lastExperience,inferredExpertise,expertiseLevel,agg_satisfaction
5ef0a7a320e4520009b3af18,46,69,42,image,0.3333333333333333,0.2,0.4,0.3111111111111111,I,62.75
5ef0a7a320e4520009b3af18,35,75,42,image,0.3333333333333333,0.2,0.4,0.3111111111111111,I,76.5
59cbec4f0aaf750001213f9c,50,56,28,image,0.3333333333333333,0.0083333333333333,1.0,0.4472222222222222,E,58.0
59cbec4f0aaf750001213f9c,50,44,28,image,0.3333333333333333,0.0083333333333333,1.0,0.4472222222222222,E,71.0
59cbec4f0aaf750001213f9c,50,69,28,image,0.3333333333333333,0.0083333333333333,1.0,0.4472222222222222,E,65.5
6093c19a7a851064a7684f66,7,100,28,image,0.6666666666666666,0.1,0.2,0.3222222222222222,I,67.5
6093c19a7a851064a7684f66,0,100,28,image,0.6666666666666666,0.1,0.2,0.3222222222222222,I,67.75
6093c19a7a851064a7684f66,20,99,28,image,0.6666666666666666,0.1,0.2,0.3222222222222222,I,72.5
5c73a8b843afac0001428e6a,50,76,38,image,0.6666666666666666,0.7,0.4,0.5888888888888889,E,31.0
5c73a8b843afac0001428e6a,50,68,38,image,0.6666666666666666,0.7,0.4,0.5888888888888889,E,44.25
5c73a8b843afac0001428e6a,50,66,38,image,0.6666666666666666,0.7,0.4,0.5888888888888889,E,36.75
5c6d938c79151c00017c7560,17,78,24,image,0.6666666666666666,0.125,0.2,0.3305555555555555,E,67.5
5c6d938c79151c00017c7560,47,51,24,image,0.6666666666666666,0.125,0.2,0.3305555555555555,E,48.75
5c6d938c79151c00017c7560,39,76,24,image,0.6666666666666666,0.125,0.2,0.3305555555555555,E,82.0
612c95f4a142b9dc63cc45a0,0,93,21,image,0.6666666666666666,0.1,0.2,0.3222222222222222,I,79.0
612c95f4a142b9dc63cc45a0,0,95,21,image,0.6666666666666666,0.1,0.2,0.3222222222222222,I,81.5
612c95f4a142b9dc63cc45a0,0,77,21,image,0.6666666666666666,0.1,0.2,0.3222222222222222,I,87.0
6109d60c4aae2cc46ce9aaf7,0,100,30,image,1.0,1.0,0.4,0.7999999999999999,E,70.0
6109d60c4aae2cc46ce9aaf7,0,92,30,image,1.0,1.0,0.4,0.7999999999999999,E,57.5
6109d60c4aae2cc46ce9aaf7,54,100,30,image,1.0,1.0,0.4,0.7999999999999999,E,62.25
60d102d6cb41f508b8174aa6,0,86,23,image,0.0,0.0,0.0,0.0,N,77.5
60d102d6cb41f508b8174aa6,0,88,23,image,0.0,0.0,0.0,0.0,N,91.25
60d102d6cb41f508b8174aa6,0,86,23,image,0.0,0.0,0.0,0.0,N,89.25
6150c67f0ff4d92f7621a1b3,0,98,28,image,0.3333333333333333,0.0,0.2,0.1777777777777777,N,53.5
6150c67f0ff4d92f7621a1b3,0,41,28,image,0.3333333333333333,0.0,0.2,0.1777777777777777,N,74.25
6150c67f0ff4d92f7621a1b3,0,100,28,image,0.3333333333333333,0.0,0.2,0.1777777777777777,N,78.75
60db1aa26a738eacd0a5e22f,18,58,24,image,0.3333333333333333,0.0,0.2,0.1777777777777777,N,72.25
60db1aa26a738eacd0a5e22f,32,33,24,image,0.3333333333333333,0.0,0.2,0.1777777777777777,N,73.25
60db1aa26a738eacd0a5e22f,50,58,24,image,0.3333333333333333,0.0,0.2,0.1777777777777777,N,49.75
6133586c82c52424d8d5ed6a,39,43,26,image,0.0,0.0,0.0,0.0,N,63.5
6133586c82c52424d8d5ed6a,31,66,26,image,0.0,0.0,0.0,0.0,N,71.25
6133586c82c52424d8d5ed6a,65,22,26,image,0.0,0.0,0.0,0.0,N,63.5
5a0faf7a120fb3000194961d,0,87,27,image,0.6666666666666666,0.0,0.2,0.2888888888888889,I,21.5
5a0faf7a120fb3000194961d,0,88,27,image,0.6666666666666666,0.0,0.2,0.2888888888888889,I,63.0
5a0faf7a120fb3000194961d,0,91,27,image,0.6666666666666666,0.0,0.2,0.2888888888888889,I,67.5
6166d663ad32ab706018e2e3,0,77,22,image,0.0,0.0,0.6000000000000001,0.2,I,66.5
6166d663ad32ab706018e2e3,0,66,22,image,0.0,0.0,0.6000000000000001,0.2,I,68.5
6166d663ad32ab706018e2e3,0,76,22,image,0.0,0.0,0.6000000000000001,0.2,I,43.0
5eb17f5f5b4ec12749a65a24,0,100,26,mesh,0.0,0.0,0.0,0.0,N,79.25
5eb17f5f5b4ec12749a65a24,0,76,26,mesh,0.0,0.0,0.0,0.0,N,82.5
5eb17f5f5b4ec12749a65a24,0,89,26,mesh,0.0,0.0,0.0,0.0,N,98.25
5e767f6c99df851e0e93c629,0,75,21,mesh,0.3333333333333333,0.1428571428571428,1.0,0.4920634920634921,E,92.0
5e767f6c99df851e0e93c629,17,84,21,mesh,0.3333333333333333,0.1428571428571428,1.0,0.4920634920634921,E,63.75
5e767f6c99df851e0e93c629,5,96,21,mesh,0.3333333333333333,0.1428571428571428,1.0,0.4920634920634921,E,39.0
602ad4a0805527185ca10247,0,57,25,mesh,0.3333333333333333,0.0,1.0,0.4444444444444444,I,65.75
602ad4a0805527185ca10247,0,70,25,mesh,0.3333333333333333,0.0,1.0,0.4444444444444444,I,81.5
602ad4a0805527185ca10247,0,91,25,mesh,0.3333333333333333,0.0,1.0,0.4444444444444444,I,26.5
5ee623674afa60375e30eec3,41,59,24,mesh,0.3333333333333333,0.8571428571428571,0.1666666666666666,0.4523809523809524,E,60.5
5ee623674afa60375e30eec3,43,55,24,mesh,0.3333333333333333,0.8571428571428571,0.1666666666666666,0.4523809523809524,E,55.75
5ee623674afa60375e30eec3,69,58,24,mesh,0.3333333333333333,0.8571428571428571,0.1666666666666666,0.4523809523809524,E,37.5
5f0b339a2906a406fed096f0,25,73,19,mesh,0.3333333333333333,0.0,0.0,0.1111111111111111,I,72.25
5f0b339a2906a406fed096f0,35,34,19,mesh,0.3333333333333333,0.0,0.0,0.1111111111111111,I,77.25
5f0b339a2906a406fed096f0,38,83,19,mesh,0.3333333333333333,0.0,0.0,0.1111111111111111,I,69.5
60fc39cce64c39328a7c8904,11,89,26,mesh,0.3333333333333333,0.2857142857142857,0.5,0.373015873015873,I,47.5
60fc39cce64c39328a7c8904,0,85,26,mesh,0.3333333333333333,0.2857142857142857,0.5,0.373015873015873,I,79.25
60fc39cce64c39328a7c8904,0,100,26,mesh,0.3333333333333333,0.2857142857142857,0.5,0.373015873015873,I,94.0
613efd8304b3c6f1247354bb,40,67,28,mesh,0.6666666666666666,0.2857142857142857,0.8333333333333333,0.5952380952380952,E,85.5
613efd8304b3c6f1247354bb,43,82,28,mesh,0.6666666666666666,0.2857142857142857,0.8333333333333333,0.5952380952380952,E,67.25
613efd8304b3c6f1247354bb,100,95,28,mesh,0.6666666666666666,0.2857142857142857,0.8333333333333333,0.5952380952380952,E,75.25
613e4bf960ca68f8de00e5e7,0,89,19,mesh,1.0,0.0,0.1666666666666666,0.3888888888888889,I,63.25
613e4bf960ca68f8de00e5e7,0,94,19,mesh,1.0,0.0,0.1666666666666666,0.3888888888888889,I,77.75
613e4bf960ca68f8de00e5e7,0,81,19,mesh,1.0,0.0,0.1666666666666666,0.3888888888888889,I,85.25
60e343946a7faddde88fbe3c,0,100,28,mesh,0.6666666666666666,0.0,0.6666666666666666,0.4444444444444444,I,65.75
60e343946a7faddde88fbe3c,69,100,28,mesh,0.6666666666666666,0.0,0.6666666666666666,0.4444444444444444,I,60.0
60e343946a7faddde88fbe3c,50,100,28,mesh,0.6666666666666666,0.0,0.6666666666666666,0.4444444444444444,I,68.75
6169e8a8311d269013eb73c7,40,77,26,mesh,0.0,0.0,0.0,0.0,N,76.0
6169e8a8311d269013eb73c7,54,46,26,mesh,0.0,0.0,0.0,0.0,N,59.75
6169e8a8311d269013eb73c7,41,53,26,mesh,0.0,0.0,0.0,0.0,N,55.5
609a7d5287ca8fb83e0780d4,0,68,21,mesh,0.6666666666666666,0.0,0.1666666666666666,0.2777777777777777,I,85.0
609a7d5287ca8fb83e0780d4,0,82,21,mesh,0.6666666666666666,0.0,0.1666666666666666,0.2777777777777777,I,80.75
609a7d5287ca8fb83e0780d4,0,86,21,mesh,0.6666666666666666,0.0,0.1666666666666666,0.2777777777777777,I,71.25
6154918f83e8ca861b23ea04,50,78,52,mesh,0.0,0.0,0.0,0.0,N,74.5
6154918f83e8ca861b23ea04,50,81,52,mesh,0.0,0.0,0.0,0.0,N,76.0
6154918f83e8ca861b23ea04,50,58,52,mesh,0.0,0.0,0.0,0.0,N,68.25
608c349d8e7f57e8f84d3a27,1,76,27,mesh,0.0,0.0,0.0,0.0,N,67.75
608c349d8e7f57e8f84d3a27,0,75,27,mesh,0.0,0.0,0.0,0.0,N,77.5
608c349d8e7f57e8f84d3a27,1,79,27,mesh,0.0,0.0,0.0,0.0,N,80.75
614e82d5717d691f24efffc0,43,85,31,mesh,0.3333333333333333,1.0,1.0,0.7777777777777777,E,67.75
614e82d5717d691f24efffc0,26,100,31,mesh,0.3333333333333333,1.0,1.0,0.7777777777777777,E,96.25
614e82d5717d691f24efffc0,0,96,31,mesh,0.3333333333333333,1.0,1.0,0.7777777777777777,E,95.25
60dbbc0ae0cea5626de2ac0a,13,60,24,mesh,0.0,0.0,0.0,0.0,N,69.0
60dbbc0ae0cea5626de2ac0a,8,62,24,mesh,0.0,0.0,0.0,0.0,N,79.0
60dbbc0ae0cea5626de2ac0a,76,67,24,mesh,0.0,0.0,0.0,0.0,N,72.0
60c048ca962103e0da201a34,20,92,39,mesh,0.0,0.0,0.0,0.0,N,90.0
60c048ca962103e0da201a34,50,100,39,mesh,0.0,0.0,0.0,0.0,N,86.0
60c048ca962103e0da201a34,0,100,39,mesh,0.0,0.0,0.0,0.0,N,81.75
5f9aba6600cdf11f1c9b915c,17,97,25,mesh,0.3333333333333333,0.7142857142857142,0.3333333333333333,0.4603174603174602,E,64.5
5f9aba6600cdf11f1c9b915c,2,97,25,mesh,0.3333333333333333,0.7142857142857142,0.3333333333333333,0.4603174603174602,E,71.0
5f9aba6600cdf11f1c9b915c,2,91,25,mesh,0.3333333333333333,0.7142857142857142,0.3333333333333333,0.4603174603174602,E,88.25
5f6dff31d44be62b675aa6f7,50,71,24,mesh,0.3333333333333333,0.4285714285714285,0.3333333333333333,0.365079365079365,I,80.75
5f6dff31d44be62b675aa6f7,50,77,24,mesh,0.3333333333333333,0.4285714285714285,0.3333333333333333,0.365079365079365,I,79.25
5f6dff31d44be62b675aa6f7,50,87,24,mesh,0.3333333333333333,0.4285714285714285,0.3333333333333333,0.365079365079365,I,86.25
60087e9189ddb34b79b08be5,0,72,27,mesh,0.3333333333333333,0.8571428571428571,0.3333333333333333,0.5079365079365079,E,62.0
60087e9189ddb34b79b08be5,10,29,27,mesh,0.3333333333333333,0.8571428571428571,0.3333333333333333,0.5079365079365079,E,60.75
60087e9189ddb34b79b08be5,12,58,27,mesh,0.3333333333333333,0.8571428571428571,0.3333333333333333,0.5079365079365079,E,55.0
613bbfebd7cdd60585f6a3a2,89,95,20,mesh,0.0,0.0,0.0,0.0,N,98.0
613bbfebd7cdd60585f6a3a2,73,83,20,mesh,0.0,0.0,0.0,0.0,N,83.25
613bbfebd7cdd60585f6a3a2,93,93,20,mesh,0.0,0.0,0.0,0.0,N,91.5
