userID,taskID,domain,iteration,expertiseLevel,utility
595bd5c85ae9a80001ce3426,2,text,19,I,0.6768359727252402
595bd5c85ae9a80001ce3426,3,text,0,I,0.4603413856189622
595bd5c85ae9a80001ce3426,3,text,1,I,0.437248358082591
595bd5c85ae9a80001ce3426,3,text,2,I,0.4450652623566739
595bd5c85ae9a80001ce3426,3,text,3,I,0.4378054053450908
595bd5c85ae9a80001ce3426,3,text,4,I,0.38518425062885864
595bd5c85ae9a80001ce3426,3,text,5,I,0.30625802461058527
595bd5c85ae9a80001ce3426,3,text,6,I,0.25808009945228577
595bd5c85ae9a80001ce3426,3,text,7,I,0.2875412407893336
595bd5c85ae9a80001ce3426,3,text,8,I,0.38693674903143804
595bd5c85ae9a80001ce3426,3,text,9,I,0.4923951367934384
595bd5c85ae9a80001ce3426,3,text,10,I,0.5296457433129803
595bd5c85ae9a80001ce3426,3,text,11,I,0.4720235208815472
595bd5c85ae9a80001ce3426,3,text,12,I,0.36396439534224134
595bd5c85ae9a80001ce3426,3,text,13,I,0.28974418120671047
595bd5c85ae9a80001ce3426,3,text,14,I,0.3107700326663756
595bd5c85ae9a80001ce3426,3,text,15,I,0.42005405527777745
595bd5c85ae9a80001ce3426,3,text,16,I,0.5489472304038813
595bd5c85ae9a80001ce3426,3,text,17,I,0.6197283103320563
595bd5c85ae9a80001ce3426,3,text,18,I,0.6018128732370658
595bd5c85ae9a80001ce3426,3,text,19,I,0.5279497887316325
59cbec4f0aaf750001213f9c,1,image,0,E,0.4755195168522711
59cbec4f0aaf750001213f9c,1,image,1,E,0.3811534330764299
59cbec4f0aaf750001213f9c,1,image,2,E,0.28154615620712053
59cbec4f0aaf750001213f9c,1,image,3,E,0.3239435855541202
59cbec4f0aaf750001213f9c,1,image,4,E,0.4863954203811832
59cbec4f0aaf750001213f9c,1,image,5,E,0.590630507892115
59cbec4f0aaf750001213f9c,1,image,6,E,0.5334454881080867
59cbec4f0aaf750001213f9c,1,image,7,E,0.4211648869168486
59cbec4f0aaf750001213f9c,1,image,8,E,0.4202271972910851
59cbec4f0aaf750001213f9c,1,image,9,E,0.5275446555702861
59cbec4f0aaf750001213f9c,1,image,10,E,0.5773750740252288
59cbec4f0aaf750001213f9c,1,image,11,E,0.47710880771914815
59cbec4f0aaf750001213f9c,1,image,12,E,0.34706689768153265
59cbec4f0aaf750001213f9c,1,image,13,E,0.3674926094554689
59cbec4f0aaf750001213f9c,1,image,14,E,0.536339939149036
59cbec4f0aaf750001213f9c,1,image,15,E,0.6655640382127959
59cbec4f0aaf750001213f9c,1,image,16,E,0.6210081766011504
59cbec4f0aaf750001213f9c,1,image,17,E,0.4833960028129225
59cbec4f0aaf750001213f9c,1,image,18,E,0.4215105513177502
59cbec4f0aaf750001213f9c,1,image,19,E,0.46243589040430966
59cbec4f0aaf750001213f9c,2,image,0,E,0.5386064834559319
59cbec4f0aaf750001213f9c,2,image,1,E,0.5152181826273512
59cbec4f0aaf750001213f9c,2,image,2,E,0.44539905526496737
59cbec4f0aaf750001213f9c,2,image,3,E,0.41272848202751616
59cbec4f0aaf750001213f9c,2,image,4,E,0.47072403538464946
59cbec4f0aaf750001213f9c,2,image,5,E,0.5926051803746938
59cbec4f0aaf750001213f9c,2,image,6,E,0.687678319758069
59cbec4f0aaf750001213f9c,2,image,7,E,0.672780566117057
59cbec4f0aaf750001213f9c,2,image,8,E,0.5411122181941755
59cbec4f0aaf750001213f9c,2,image,9,E,0.37175938737725284
59cbec4f0aaf750001213f9c,2,image,10,E,0.27089003564892433
59cbec4f0aaf750001213f9c,2,image,11,E,0.29113523241373285
59cbec4f0aaf750001213f9c,2,image,12,E,0.39355540774433406
59cbec4f0aaf750001213f9c,2,image,13,E,0.4821186887269985
59cbec4f0aaf750001213f9c,2,image,14,E,0.4819583882566673
59cbec4f0aaf750001213f9c,2,image,15,E,0.39776394044020136
59cbec4f0aaf750001213f9c,2,image,16,E,0.305833905120598
59cbec4f0aaf750001213f9c,2,image,17,E,0.2881306107933926
59cbec4f0aaf750001213f9c,2,image,18,E,0.36390625097106094
59cbec4f0aaf750001213f9c,2,image,19,E,0.4754238289011814
59cbec4f0aaf750001213f9c,3,image,0,E,0.5693300724177083
59cbec4f0aaf750001213f9c,3,image,1,E,0.4846334800875467
59cbec4f0aaf750001213f9c,3,image,2,E,0.36201187232127263
59cbec4f0aaf750001213f9c,3,image,3,E,0.27829379728623455
59cbec4f0aaf750001213f9c,3,image,4,E,0.2782005711690256
59cbec4f0aaf750001213f9c,3,image,5,E,0.35246104012124546
59cbec4f0aaf750001213f9c,3,image,6,E,0.4564773220122925
59cbec4f0aaf750001213f9c,3,image,7,E,0.5115080923736565
59cbec4f0aaf750001213f9c,3,image,8,E,0.4636927531609876
59cbec4f0aaf750001213f9c,3,image,9,E,0.3823217032179871
59cbec4f0aaf750001213f9c,3,image,10,E,0.4007666281823215
59cbec4f0aaf750001213f9c,3,image,11,E,0.5126281220503156
59cbec4f0aaf750001213f9c,3,image,12,E,0.5487469702650886
59cbec4f0aaf750001213f9c,3,image,13,E,0.4271103389869204
59cbec4f0aaf750001213f9c,3,image,14,E,0.29429118181848474
59cbec4f0aaf750001213f9c,3,image,15,E,0.3183027555913674
59cbec4f0aaf750001213f9c,3,image,16,E,0.46008226811401365
59cbec4f0aaf750001213f9c,3,image,17,E,0.5680050567049219
59cbec4f0aaf750001213f9c,3,image,18,E,0.5954635987760476
59cbec4f0aaf750001213f9c,3,image,19,E,0.5937988518170475
5a0faf7a120fb3000194961d,1,image,0,I,0.49438149641375395
5a0faf7a120fb3000194961d,1,image,1,I,0.4426783406569983
5a0faf7a120fb3000194961d,1,image,2,I,0.3489312352185578
5a0faf7a120fb3000194961d,1,image,3,I,0.3918642677395584
5a0faf7a120fb3000194961d,1,image,4,I,0.5530300920894238
5a0faf7a120fb3000194961d,1,image,5,I,0.629137566794034
5a0faf7a120fb3000194961d,1,image,6,I,0.5061590621678175
5a0faf7a120fb3000194961d,1,image,7,I,0.3222920559393028
5a0faf7a120fb3000194961d,1,image,8,I,0.29339779727106763
5a0faf7a120fb3000194961d,1,image,9,I,0.4334029870117695
5a0faf7a120fb3000194961d,1,image,10,I,0.5450086631050659
5a0faf7a120fb3000194961d,1,image,11,I,0.48768501058008645
5a0faf7a120fb3000194961d,1,image,12,I,0.35605683502073604
5a0faf7a120fb3000194961d,1,image,13,I,0.3325664527000991
5a0faf7a120fb3000194961d,1,image,14,I,0.428234778203588
5a0faf7a120fb3000194961d,1,image,15,I,0.4731703304359128
5a0faf7a120fb3000194961d,1,image,16,I,0.36515719044394496
5a0faf7a120fb3000194961d,1,image,17,I,0.22423806407602567
5a0faf7a120fb3000194961d,1,image,18,I,0.23368967254389722
5a0faf7a120fb3000194961d,1,image,19,I,0.3870117465440659
5a0faf7a120fb3000194961d,2,image,0,I,0.7151302350294595
5a0faf7a120fb3000194961d,2,image,1,I,0.3497993799870172
5a0faf7a120fb3000194961d,2,image,2,I,0.6635290706119461
5a0faf7a120fb3000194961d,2,image,3,I,0.5207239568489803
5a0faf7a120fb3000194961d,2,image,4,I,0.4875678967608201
5a0faf7a120fb3000194961d,2,image,5,I,0.6471294783219274
5a0faf7a120fb3000194961d,2,image,6,I,0.6218906872858775
5a0faf7a120fb3000194961d,2,image,7,I,0.43517258728450997
5a0faf7a120fb3000194961d,2,image,8,I,0.5812842883100554
5a0faf7a120fb3000194961d,2,image,9,I,0.6391728817850697
5a0faf7a120fb3000194961d,2,image,10,I,0.3958202040537308
5a0faf7a120fb3000194961d,2,image,11,I,0.7516403143445078
5a0faf7a120fb3000194961d,2,image,12,I,0.3984447412704743
5a0faf7a120fb3000194961d,2,image,13,I,0.6337070311406082
5a0faf7a120fb3000194961d,2,image,14,I,0.811700003030942
5a0faf7a120fb3000194961d,2,image,15,I,0.7094239961079342
5a0faf7a120fb3000194961d,2,image,16,I,0.8706741285364248
5a0faf7a120fb3000194961d,2,image,17,I,0.7620152007503779
5a0faf7a120fb3000194961d,2,image,18,I,0.6919169418474374
5a0faf7a120fb3000194961d,2,image,19,I,0.5784434421395821
5a0faf7a120fb3000194961d,3,image,0,I,0.5370172325406294
5a0faf7a120fb3000194961d,3,image,1,I,0.4573987651777403
5a0faf7a120fb3000194961d,3,image,2,I,0.40455052412088893
5a0faf7a120fb3000194961d,3,image,3,I,0.4136575455468611
5a0faf7a120fb3000194961d,3,image,4,I,0.4897035036549635
5a0faf7a120fb3000194961d,3,image,5,I,0.5962760209935215
5a0faf7a120fb3000194961d,3,image,6,I,0.6720681656397847
5a0faf7a120fb3000194961d,3,image,7,I,0.6669757619621741
5a0faf7a120fb3000194961d,3,image,8,I,0.5739698879823412
5a0faf7a120fb3000194961d,3,image,9,I,0.4345323562541855
5a0faf7a120fb3000194961d,3,image,10,I,0.3137652333259952
5a0faf7a120fb3000194961d,3,image,11,I,0.2625441272366036
5a0faf7a120fb3000194961d,3,image,12,I,0.29218737599126654
5a0faf7a120fb3000194961d,3,image,13,I,0.37637346176395414
5a0faf7a120fb3000194961d,3,image,14,I,0.4744839143215595
5a0faf7a120fb3000194961d,3,image,15,I,0.5564092816001414
5a0faf7a120fb3000194961d,3,image,16,I,0.611456710406159
5a0faf7a120fb3000194961d,3,image,17,I,0.639754106385958
5a0faf7a120fb3000194961d,3,image,18,I,0.6394668731671312
5a0faf7a120fb3000194961d,3,image,19,I,0.604747994229579
5aad8904e1546900019aef8e,1,text,0,N,0.2697780101326914
5aad8904e1546900019aef8e,1,text,1,N,0.22291417707863523
5aad8904e1546900019aef8e,1,text,2,N,0.20861512934610804
5aad8904e1546900019aef8e,1,text,3,N,0.22273550174607207
5aad8904e1546900019aef8e,1,text,4,N,0.25566152639391987
5aad8904e1546900019aef8e,1,text,5,N,0.3035102942419253
5aad8904e1546900019aef8e,1,text,6,N,0.3671880461047305
5aad8904e1546900019aef8e,1,text,7,N,0.4412020809532728
5aad8904e1546900019aef8e,1,text,8,N,0.5049513778020055
5aad8904e1546900019aef8e,1,text,9,N,0.5282708626141118
5aad8904e1546900019aef8e,1,text,10,N,0.4906366749089806
5aad8904e1546900019aef8e,1,text,11,N,0.40007957866556504
5aad8904e1546900019aef8e,1,text,12,N,0.2953059815361579
5aad8904e1546900019aef8e,1,text,13,N,0.22594295191671004
5aad8904e1546900019aef8e,1,text,14,N,0.2227050751208122
5aad8904e1546900019aef8e,1,text,15,N,0.2781353967797775
5aad8904e1546900019aef8e,1,text,16,N,0.3518785742144441
5aad8904e1546900019aef8e,1,text,17,N,0.39693718422783625
5aad8904e1546900019aef8e,1,text,18,N,0.38843054459858734
5aad8904e1546900019aef8e,1,text,19,N,0.3354229119345311
5aad8904e1546900019aef8e,2,text,0,N,0.3860846929922099
5aad8904e1546900019aef8e,2,text,1,N,0.35416514822264944
5aad8904e1546900019aef8e,2,text,2,N,0.3091887462949566
5aad8904e1546900019aef8e,2,text,3,N,0.281141350295194
5aad8904e1546900019aef8e,2,text,4,N,0.2948578099225715
5aad8904e1546900019aef8e,2,text,5,N,0.3558672585497377
5aad8904e1546900019aef8e,2,text,6,N,0.4479541254370435
5aad8904e1546900019aef8e,2,text,7,N,0.5427990981995635
5aad8904e1546900019aef8e,2,text,8,N,0.6142661327965812
5aad8904e1546900019aef8e,2,text,9,N,0.648124741352204
5aad8904e1546900019aef8e,2,text,10,N,0.6429201135584628
5aad8904e1546900019aef8e,2,text,11,N,0.6048149382538703
5aad8904e1546900019aef8e,2,text,12,N,0.5427168799913101
5aad8904e1546900019aef8e,2,text,13,N,0.46753888015034867
5aad8904e1546900019aef8e,2,text,14,N,0.3938746817407706
5aad8904e1546900019aef8e,2,text,15,N,0.33909315005602775
5aad8904e1546900019aef8e,2,text,16,N,0.31703100324287486
5aad8904e1546900019aef8e,2,text,17,N,0.3292604906706078
5aad8904e1546900019aef8e,2,text,18,N,0.36101885191431426
5aad8904e1546900019aef8e,2,text,19,N,0.3871079821408919
5aad8904e1546900019aef8e,3,text,0,N,0.45935455389377766
5aad8904e1546900019aef8e,3,text,1,N,0.5796569995172995
5aad8904e1546900019aef8e,3,text,2,N,0.6350261383605313
5aad8904e1546900019aef8e,3,text,3,N,0.5762012215685358
5aad8904e1546900019aef8e,3,text,4,N,0.43153866213248515
5aad8904e1546900019aef8e,3,text,5,N,0.2847944148422318
5aad8904e1546900019aef8e,3,text,6,N,0.21312692692023674
5aad8904e1546900019aef8e,3,text,7,N,0.23437568492545374
5aad8904e1546900019aef8e,3,text,8,N,0.3034932380147638
5aad8904e1546900019aef8e,3,text,9,N,0.3572690989981823
5aad8904e1546900019aef8e,3,text,10,N,0.36786322577138775
5aad8904e1546900019aef8e,3,text,11,N,0.3605655425274409
5aad8904e1546900019aef8e,3,text,12,N,0.38301501099639085
5aad8904e1546900019aef8e,3,text,13,N,0.4547483169971026
5aad8904e1546900019aef8e,3,text,14,N,0.5424784816006868
5aad8904e1546900019aef8e,3,text,15,N,0.5841957897823641
5aad8904e1546900019aef8e,3,text,16,N,0.5428585153247841
5aad8904e1546900019aef8e,3,text,17,N,0.4437911500073854
5aad8904e1546900019aef8e,3,text,18,N,0.3617652077093591
5aad8904e1546900019aef8e,3,text,19,N,0.3649217415584071
5c6d938c79151c00017c7560,1,image,0,E,0.6994766189303169
5c6d938c79151c00017c7560,1,image,1,E,0.44494532829281064
5c6d938c79151c00017c7560,1,image,2,E,0.393524720697094
5c6d938c79151c00017c7560,1,image,3,E,0.6191098521268336
5c6d938c79151c00017c7560,1,image,4,E,0.6819531583820947
5c6d938c79151c00017c7560,1,image,5,E,0.5510822285217499
5c6d938c79151c00017c7560,1,image,6,E,0.5675806057334665
5c6d938c79151c00017c7560,1,image,7,E,0.6361644938034693
5c6d938c79151c00017c7560,1,image,8,E,0.4635324377395305
5c6d938c79151c00017c7560,1,image,9,E,0.2791630620916301
5c6d938c79151c00017c7560,1,image,10,E,0.4459789526583059
5c6d938c79151c00017c7560,1,image,11,E,0.7419485455624879
5c6d938c79151c00017c7560,1,image,12,E,0.7240022044311776
5c6d938c79151c00017c7560,1,image,13,E,0.47113602457734616
5c6d938c79151c00017c7560,1,image,14,E,0.40912235899636906
5c6d938c79151c00017c7560,1,image,15,E,0.5807651810866354
5c6d938c79151c00017c7560,1,image,16,E,0.6138397348389395
5c6d938c79151c00017c7560,1,image,17,E,0.4386426908509438
5c6d938c79151c00017c7560,1,image,18,E,0.4387828760938929
5c6d938c79151c00017c7560,1,image,19,E,0.6748362615872806
5c6d938c79151c00017c7560,2,image,0,E,0.6166433572794365
5c6d938c79151c00017c7560,2,image,1,E,0.5391045670333946
5c6d938c79151c00017c7560,2,image,2,E,0.42504307797952634
5c6d938c79151c00017c7560,2,image,3,E,0.33911139851157407
5c6d938c79151c00017c7560,2,image,4,E,0.32782325081542535
5c6d938c79151c00017c7560,2,image,5,E,0.39039905112605633
5c6d938c79151c00017c7560,2,image,6,E,0.4817849266523853
5c6d938c79151c00017c7560,2,image,7,E,0.5445931309207755
5c6d938c79151c00017c7560,2,image,8,E,0.5458837109948554
5c6d938c79151c00017c7560,2,image,9,E,0.492845348198174
5c6d938c79151c00017c7560,2,image,10,E,0.41924988017187964
5c6d938c79151c00017c7560,2,image,11,E,0.35719519254743876
5c6d938c79151c00017c7560,2,image,12,E,0.31800362098964874
5c6d938c79151c00017c7560,2,image,13,E,0.29556011737847343
5c6d938c79151c00017c7560,2,image,14,E,0.2847465959272593
5c6d938c79151c00017c7560,2,image,15,E,0.29478472680721773
5c6d938c79151c00017c7560,2,image,16,E,0.34299232915137184
5c6d938c79151c00017c7560,2,image,17,E,0.4334371854946395
5c6d938c79151c00017c7560,2,image,18,E,0.5405217884996872
5c6d938c79151c00017c7560,2,image,19,E,0.6156618204437319
5c6d938c79151c00017c7560,3,image,0,E,0.5753049219538667
5c6d938c79151c00017c7560,3,image,1,E,0.47881427543635424
5c6d938c79151c00017c7560,3,image,2,E,0.4228730929123241
5c6d938c79151c00017c7560,3,image,3,E,0.39876409826051745
5c6d938c79151c00017c7560,3,image,4,E,0.2939324492166815
5c6d938c79151c00017c7560,3,image,5,E,0.398551564830984
5c6d938c79151c00017c7560,3,image,6,E,0.6713586586480654
5c6d938c79151c00017c7560,3,image,7,E,0.6152928117877432
5c6d938c79151c00017c7560,3,image,8,E,0.4228000465726199
5c6d938c79151c00017c7560,3,image,9,E,0.5448163491625101
5c6d938c79151c00017c7560,3,image,10,E,0.5666292464745207
5c6d938c79151c00017c7560,3,image,11,E,0.25230837083408053
5c6d938c79151c00017c7560,3,image,12,E,0.278853861703229
5c6d938c79151c00017c7560,3,image,13,E,0.721044774476521
5c6d938c79151c00017c7560,3,image,14,E,0.8262138594924122
5c6d938c79151c00017c7560,3,image,15,E,0.5846502673413077
5c6d938c79151c00017c7560,3,image,16,E,0.5064624538600089
5c6d938c79151c00017c7560,3,image,17,E,0.5055332463721932
5c6d938c79151c00017c7560,3,image,18,E,0.4427439179446757
5c6d938c79151c00017c7560,3,image,19,E,0.507396750276193
5c73a8b843afac0001428e6a,1,image,0,E,0.4976287629355106
5c73a8b843afac0001428e6a,1,image,1,E,0.40577006548236466
5c73a8b843afac0001428e6a,1,image,2,E,0.3001249819677641
5c73a8b843afac0001428e6a,1,image,3,E,0.6207111742482945
5c73a8b843afac0001428e6a,1,image,4,E,0.5320867652469387
5c73a8b843afac0001428e6a,1,image,5,E,0.46893132404099885
5c73a8b843afac0001428e6a,1,image,6,E,0.7520226865229398
5c73a8b843afac0001428e6a,1,image,7,E,0.4205863702276642
5c73a8b843afac0001428e6a,1,image,8,E,0.6641736675560025
5c73a8b843afac0001428e6a,1,image,9,E,0.5298882264600239
5c73a8b843afac0001428e6a,1,image,10,E,0.4800861737615682
5c73a8b843afac0001428e6a,1,image,11,E,0.3474514979971329
5c73a8b843afac0001428e6a,1,image,12,E,0.5074086829043126
5c73a8b843afac0001428e6a,1,image,13,E,0.6881538700534552
5c73a8b843afac0001428e6a,1,image,14,E,0.4296333524296177
5c73a8b843afac0001428e6a,1,image,15,E,0.3873844157435662
5c73a8b843afac0001428e6a,1,image,16,E,0.5862485538777662
5c73a8b843afac0001428e6a,1,image,17,E,0.7720704832009962
5c73a8b843afac0001428e6a,1,image,18,E,0.732922238332906
5c73a8b843afac0001428e6a,1,image,19,E,0.8738689843705878
5c73a8b843afac0001428e6a,2,image,0,E,0.3403153273054449
5c73a8b843afac0001428e6a,2,image,1,E,0.6864227286882336
5c73a8b843afac0001428e6a,2,image,2,E,0.5411570149127641
5c73a8b843afac0001428e6a,2,image,3,E,0.475069520869126
5c73a8b843afac0001428e6a,2,image,4,E,0.519704463842404
5c73a8b843afac0001428e6a,2,image,5,E,0.6527400229597751
5c73a8b843afac0001428e6a,2,image,6,E,0.403775496164114
5c73a8b843afac0001428e6a,2,image,7,E,0.28265599359745447
5c73a8b843afac0001428e6a,2,image,8,E,0.3993299445449758
5c73a8b843afac0001428e6a,2,image,9,E,0.5136426655206613
5c73a8b843afac0001428e6a,2,image,10,E,0.3437547767318726
5c73a8b843afac0001428e6a,2,image,11,E,0.6288002226387321
5c73a8b843afac0001428e6a,2,image,12,E,0.6208376919348689
5c73a8b843afac0001428e6a,2,image,13,E,0.5324140945219666
5c73a8b843afac0001428e6a,2,image,14,E,0.35685599234520493
5c73a8b843afac0001428e6a,2,image,15,E,0.2947162457338247
5c73a8b843afac0001428e6a,2,image,16,E,0.5339853793962169
5c73a8b843afac0001428e6a,2,image,17,E,0.6922194909132641
5c73a8b843afac0001428e6a,2,image,18,E,0.7929506207839574
5c73a8b843afac0001428e6a,2,image,19,E,0.5898499390899032
5c73a8b843afac0001428e6a,3,image,0,E,0.6708650560766322
5c73a8b843afac0001428e6a,3,image,1,E,0.6119996769071909
5c73a8b843afac0001428e6a,3,image,2,E,0.5128624160108997
5c73a8b843afac0001428e6a,3,image,3,E,0.3608755416407041
5c73a8b843afac0001428e6a,3,image,4,E,0.8315266312799257
5c73a8b843afac0001428e6a,3,image,5,E,0.6209571540370514
5c73a8b843afac0001428e6a,3,image,6,E,0.5674128302796151
5c73a8b843afac0001428e6a,3,image,7,E,0.4832776302992772
5c73a8b843afac0001428e6a,3,image,8,E,0.8206980380896267
5c73a8b843afac0001428e6a,3,image,9,E,0.566608096490241
5c73a8b843afac0001428e6a,3,image,10,E,0.41288441915454394
5c73a8b843afac0001428e6a,3,image,11,E,0.24376421065563947
5c73a8b843afac0001428e6a,3,image,12,E,0.4451835820226948
5c73a8b843afac0001428e6a,3,image,13,E,0.34467448695388186
5c73a8b843afac0001428e6a,3,image,14,E,0.2925603363828512
5c73a8b843afac0001428e6a,3,image,15,E,0.5195789896970089
5c73a8b843afac0001428e6a,3,image,16,E,1.0
5c73a8b843afac0001428e6a,3,image,17,E,0.9051320763345081
5c73a8b843afac0001428e6a,3,image,18,E,0.8263833438865978
5c73a8b843afac0001428e6a,3,image,19,E,0.6226854139825982
5d8c9182bc22d700191aef2b,1,text,0,E,0.49409243161324207
5d8c9182bc22d700191aef2b,1,text,1,E,0.5693513118331173
5d8c9182bc22d700191aef2b,1,text,2,E,0.622776627812506
5d8c9182bc22d700191aef2b,1,text,3,E,0.6197296398174209
5d8c9182bc22d700191aef2b,1,text,4,E,0.5517507119270239
5d8c9182bc22d700191aef2b,1,text,5,E,0.44473588532977293
5d8c9182bc22d700191aef2b,1,text,6,E,0.3456205789024201
5d8c9182bc22d700191aef2b,1,text,7,E,0.29582124167491003
5d8c9182bc22d700191aef2b,1,text,8,E,0.3090505010840591
5d8c9182bc22d700191aef2b,1,text,9,E,0.36756325756334307
5d8c9182bc22d700191aef2b,1,text,10,E,0.43732745169148635
5d8c9182bc22d700191aef2b,1,text,11,E,0.48960827575367694
5d8c9182bc22d700191aef2b,1,text,12,E,0.5137459576516776
5d8c9182bc22d700191aef2b,1,text,13,E,0.5147528081996487
5d8c9182bc22d700191aef2b,1,text,14,E,0.5018677264815047
5d8c9182bc22d700191aef2b,1,text,15,E,0.4800819745126519
5d8c9182bc22d700191aef2b,1,text,16,E,0.45165757665793893
5d8c9182bc22d700191aef2b,1,text,17,E,0.4238939160080596
5d8c9182bc22d700191aef2b,1,text,18,E,0.41270479404602467
5d8c9182bc22d700191aef2b,1,text,19,E,0.43505604717528173
5d8c9182bc22d700191aef2b,2,text,0,E,0.5058976508517431
5d8c9182bc22d700191aef2b,2,text,1,E,0.547583141076612
5d8c9182bc22d700191aef2b,2,text,2,E,0.5731936218052687
5d8c9182bc22d700191aef2b,2,text,3,E,0.5617020532856997
5d8c9182bc22d700191aef2b,2,text,4,E,0.5068909489495962
5d8c9182bc22d700191aef2b,2,text,5,E,0.4218983223393802
5d8c9182bc22d700191aef2b,2,text,6,E,0.3347121195595417
5d8c9182bc22d700191aef2b,2,text,7,E,0.27649053558359654
5d8c9182bc22d700191aef2b,2,text,8,E,0.2684430939022698
5d8c9182bc22d700191aef2b,2,text,9,E,0.3135794569935741
5d8c9182bc22d700191aef2b,2,text,10,E,0.39669892413396457
5d8c9182bc22d700191aef2b,2,text,11,E,0.49157920964799995
5d8c9182bc22d700191aef2b,2,text,12,E,0.5711787945808722
5d8c9182bc22d700191aef2b,2,text,13,E,0.6163380495604984
5d8c9182bc22d700191aef2b,2,text,14,E,0.6204145492500205
5d8c9182bc22d700191aef2b,2,text,15,E,0.5896491746762219
5d8c9182bc22d700191aef2b,2,text,16,E,0.540269601717156
5d8c9182bc22d700191aef2b,2,text,17,E,0.4932811200315723
5d8c9182bc22d700191aef2b,2,text,18,E,0.4676608752528419
5d8c9182bc22d700191aef2b,2,text,19,E,0.473259116808119
5d8c9182bc22d700191aef2b,3,text,0,E,0.24290581237173214
5d8c9182bc22d700191aef2b,3,text,1,E,0.32022647307133717
5d8c9182bc22d700191aef2b,3,text,2,E,0.46314158096896063
5d8c9182bc22d700191aef2b,3,text,3,E,0.5804922227651936
5d8c9182bc22d700191aef2b,3,text,4,E,0.596195832065243
5d8c9182bc22d700191aef2b,3,text,5,E,0.5050648447021446
5d8c9182bc22d700191aef2b,3,text,6,E,0.37588831572309156
5d8c9182bc22d700191aef2b,3,text,7,E,0.299519321682392
5d8c9182bc22d700191aef2b,3,text,8,E,0.3227006738755812
5d8c9182bc22d700191aef2b,3,text,9,E,0.4185818944235573
5d8c9182bc22d700191aef2b,3,text,10,E,0.5144963434155343
5d8c9182bc22d700191aef2b,3,text,11,E,0.5516808194972449
5d8c9182bc22d700191aef2b,3,text,12,E,0.5275551179894955
5d8c9182bc22d700191aef2b,3,text,13,E,0.48790463645418736
5d8c9182bc22d700191aef2b,3,text,14,E,0.4791331209977536
5d8c9182bc22d700191aef2b,3,text,15,E,0.5037803115521019
5d8c9182bc22d700191aef2b,3,text,16,E,0.518451703749839
5d8c9182bc22d700191aef2b,3,text,17,E,0.47603129140066447
5d8c9182bc22d700191aef2b,3,text,18,E,0.37514977894655055
5d8c9182bc22d700191aef2b,3,text,19,E,0.2723364645549587
5dcd5aa07e5deb02d76958d2,1,text,0,N,0.6326340060290514
